,Unnamed,UNIT,DATEn,TIMEn,Hour,DESCn,ENTRIESn_hourly,EXITSn_hourly,maxpressurei,maxdewpti,mindewpti,minpressurei,meandewpti,meanpressurei,fog,rain,meanwindspdi,mintempi,meantempi,maxtempi,precipi,thunder
2151,2151,R371,2011-05-01,16:00:00,16,REGULAR,261.0,200.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2152,2152,R371,2011-05-01,20:00:00,20,REGULAR,144.0,265.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2153,2153,R372,2011-05-01,00:00:00,0,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2154,2154,R372,2011-05-01,04:00:00,4,REGULAR,40.0,135.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2155,2155,R372,2011-05-01,12:00:00,12,REGULAR,473.0,282.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2156,2156,R372,2011-05-01,16:00:00,16,REGULAR,412.0,509.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2157,2157,R372,2011-05-01,20:00:00,20,REGULAR,264.0,557.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2158,2158,R373,2011-05-01,00:00:00,0,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2159,2159,R373,2011-05-01,04:00:00,4,REGULAR,26.0,112.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2160,2160,R373,2011-05-01,08:00:00,8,REGULAR,76.0,10.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2161,2161,R373,2011-05-01,12:00:00,12,REGULAR,688.0,271.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2162,2162,R373,2011-05-01,16:00:00,16,REGULAR,450.0,355.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2163,2163,R373,2011-05-01,20:00:00,20,REGULAR,249.0,485.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2164,2164,R374,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2165,2165,R374,2011-05-01,05:00:00,5,REGULAR,31.0,267.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2166,2166,R374,2011-05-01,09:00:00,9,REGULAR,224.0,382.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2167,2167,R374,2011-05-01,13:00:00,13,REGULAR,617.0,749.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2168,2168,R374,2011-05-01,17:00:00,17,REGULAR,586.0,1508.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2169,2169,R374,2011-05-01,21:00:00,21,REGULAR,436.0,2313.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2170,2170,R375,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2171,2171,R375,2011-05-01,05:00:00,5,REGULAR,78.0,206.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2172,2172,R375,2011-05-01,09:00:00,9,REGULAR,300.0,176.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2173,2173,R375,2011-05-01,13:00:00,13,REGULAR,398.0,303.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2174,2174,R375,2011-05-01,17:00:00,17,REGULAR,511.0,515.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2175,2175,R375,2011-05-01,21:00:00,21,REGULAR,415.0,631.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2176,2176,R376,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2177,2177,R376,2011-05-01,05:00:00,5,REGULAR,35.0,121.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2178,2178,R376,2011-05-01,09:00:00,9,REGULAR,232.0,200.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2179,2179,R376,2011-05-01,13:00:00,13,REGULAR,343.0,216.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2180,2180,R376,2011-05-01,17:00:00,17,REGULAR,419.0,301.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2181,2181,R376,2011-05-01,21:00:00,21,REGULAR,267.0,422.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2182,2182,R377,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2183,2183,R377,2011-05-01,05:00:00,5,REGULAR,125.0,139.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2184,2184,R377,2011-05-01,09:00:00,9,REGULAR,391.0,172.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2185,2185,R377,2011-05-01,13:00:00,13,REGULAR,860.0,310.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2186,2186,R377,2011-05-01,17:00:00,17,REGULAR,1326.0,469.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2187,2187,R377,2011-05-01,21:00:00,21,REGULAR,1089.0,448.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2188,2188,R378,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2189,2189,R378,2011-05-01,05:00:00,5,REGULAR,226.0,529.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2190,2190,R378,2011-05-01,09:00:00,9,REGULAR,717.0,408.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2191,2191,R378,2011-05-01,13:00:00,13,REGULAR,1448.0,663.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2192,2192,R378,2011-05-01,17:00:00,17,REGULAR,1498.0,1036.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2193,2193,R378,2011-05-01,21:00:00,21,REGULAR,1120.0,1374.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2194,2194,R379,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2195,2195,R379,2011-05-01,05:00:00,5,REGULAR,86.0,266.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2196,2196,R379,2011-05-01,09:00:00,9,REGULAR,401.0,130.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2197,2197,R379,2011-05-01,13:00:00,13,REGULAR,683.0,206.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2198,2198,R379,2011-05-01,17:00:00,17,REGULAR,684.0,409.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2199,2199,R379,2011-05-01,21:00:00,21,REGULAR,509.0,585.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2200,2200,R380,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2201,2201,R380,2011-05-01,05:00:00,5,REGULAR,97.0,142.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2202,2202,R380,2011-05-01,09:00:00,9,REGULAR,427.0,110.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2203,2203,R380,2011-05-01,13:00:00,13,REGULAR,781.0,248.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2204,2204,R380,2011-05-01,17:00:00,17,REGULAR,949.0,370.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2205,2205,R380,2011-05-01,21:00:00,21,REGULAR,659.0,470.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2206,2206,R381,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2207,2207,R381,2011-05-01,05:00:00,5,REGULAR,112.0,131.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2208,2208,R381,2011-05-01,09:00:00,9,REGULAR,478.0,104.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2209,2209,R381,2011-05-01,13:00:00,13,REGULAR,860.0,157.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2210,2210,R381,2011-05-01,17:00:00,17,REGULAR,817.0,366.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2211,2211,R381,2011-05-01,21:00:00,21,REGULAR,602.0,468.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2212,2212,R382,2011-05-01,00:00:00,0,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2213,2213,R382,2011-05-01,04:00:00,4,REGULAR,98.0,396.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2214,2214,R382,2011-05-01,08:40:46,8,REGULAR,150.0,96.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2215,2215,R382,2011-05-01,08:55:50,8,REGULAR,136.0,57.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2216,2216,R382,2011-05-01,09:26:21,9,REGULAR,223.0,86.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2217,2217,R382,2011-05-01,12:00:00,12,REGULAR,153.0,51.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2218,2218,R382,2011-05-01,16:00:00,16,REGULAR,548.0,259.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2219,2219,R382,2011-05-01,20:00:00,20,REGULAR,773.0,1103.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2220,2220,R383,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2221,2221,R383,2011-05-01,05:00:00,5,REGULAR,52.0,192.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2222,2222,R383,2011-05-01,09:00:00,9,REGULAR,396.0,106.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2223,2223,R383,2011-05-01,13:00:00,13,REGULAR,248.0,54.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2224,2224,R383,2011-05-01,17:00:00,17,REGULAR,209.0,122.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2225,2225,R383,2011-05-01,21:00:00,21,REGULAR,118.0,157.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2226,2226,R384,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2227,2227,R384,2011-05-01,05:00:00,5,REGULAR,45.0,95.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2228,2228,R384,2011-05-01,09:00:00,9,REGULAR,247.0,77.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2229,2229,R384,2011-05-01,13:00:00,13,REGULAR,319.0,107.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2230,2230,R384,2011-05-01,17:00:00,17,REGULAR,256.0,250.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2231,2231,R384,2011-05-01,21:00:00,21,REGULAR,136.0,380.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2232,2232,R385,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2233,2233,R385,2011-05-01,05:00:00,5,REGULAR,127.0,138.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2234,2234,R385,2011-05-01,09:00:00,9,REGULAR,561.0,212.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2235,2235,R385,2011-05-01,13:00:00,13,REGULAR,812.0,283.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2236,2236,R385,2011-05-01,17:00:00,17,REGULAR,790.0,577.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2237,2237,R385,2011-05-01,21:00:00,21,REGULAR,665.0,638.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2238,2238,R386,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2239,2239,R386,2011-05-01,05:00:00,5,REGULAR,135.0,287.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2240,2240,R386,2011-05-01,09:00:00,9,REGULAR,491.0,211.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2241,2241,R386,2011-05-01,13:00:00,13,REGULAR,737.0,414.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2242,2242,R386,2011-05-01,17:00:00,17,REGULAR,838.0,695.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2243,2243,R386,2011-05-01,21:00:00,21,REGULAR,579.0,890.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2244,2244,R387,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2245,2245,R387,2011-05-01,05:00:00,5,REGULAR,152.0,213.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2246,2246,R387,2011-05-01,09:00:00,9,REGULAR,454.0,242.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2247,2247,R387,2011-05-01,13:00:00,13,REGULAR,742.0,711.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2248,2248,R387,2011-05-01,17:00:00,17,REGULAR,1166.0,701.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2249,2249,R387,2011-05-01,21:00:00,21,REGULAR,948.0,623.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2250,2250,R388,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2251,2251,R388,2011-05-01,05:00:00,5,REGULAR,521.0,1191.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2252,2252,R388,2011-05-01,09:00:00,9,REGULAR,2600.0,1249.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2253,2253,R388,2011-05-01,13:00:00,13,REGULAR,3549.0,1637.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2254,2254,R388,2011-05-01,17:00:00,17,REGULAR,3542.0,2414.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2255,2255,R388,2011-05-01,21:00:00,21,REGULAR,2480.0,3019.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2256,2256,R389,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2257,2257,R389,2011-05-01,05:00:00,5,REGULAR,0.0,1.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2258,2258,R389,2011-05-01,09:00:00,9,REGULAR,0.0,4.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2259,2259,R389,2011-05-01,13:00:00,13,REGULAR,0.0,14.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2260,2260,R389,2011-05-01,17:00:00,17,REGULAR,0.0,5.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2261,2261,R389,2011-05-01,21:00:00,21,REGULAR,0.0,6.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2262,2262,R390,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2263,2263,R390,2011-05-01,05:00:00,5,REGULAR,64.0,89.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2264,2264,R390,2011-05-01,09:00:00,9,REGULAR,581.0,698.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2265,2265,R390,2011-05-01,13:00:00,13,REGULAR,2016.0,2232.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2266,2266,R390,2011-05-01,17:00:00,17,REGULAR,1918.0,1346.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2267,2267,R390,2011-05-01,21:00:00,21,REGULAR,1142.0,1058.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2268,2268,R391,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2269,2269,R391,2011-05-01,05:00:00,5,REGULAR,35.0,80.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2270,2270,R391,2011-05-01,09:00:00,9,REGULAR,630.0,150.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2271,2271,R391,2011-05-01,13:00:00,13,REGULAR,1210.0,311.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2272,2272,R391,2011-05-01,17:00:00,17,REGULAR,721.0,402.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2273,2273,R391,2011-05-01,21:00:00,21,REGULAR,373.0,579.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2274,2274,R392,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2275,2275,R392,2011-05-01,05:00:00,5,REGULAR,39.0,34.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2276,2276,R392,2011-05-01,09:00:00,9,REGULAR,1121.0,87.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2277,2277,R392,2011-05-01,13:00:00,13,REGULAR,2061.0,194.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2278,2278,R392,2011-05-01,17:00:00,17,REGULAR,1109.0,258.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2279,2279,R392,2011-05-01,21:00:00,21,REGULAR,614.0,243.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2280,2280,R393,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2281,2281,R393,2011-05-01,05:00:00,5,REGULAR,33.0,34.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2282,2282,R393,2011-05-01,09:00:00,9,REGULAR,394.0,44.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2283,2283,R393,2011-05-01,13:00:00,13,REGULAR,719.0,72.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2284,2284,R393,2011-05-01,17:00:00,17,REGULAR,412.0,152.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2285,2285,R393,2011-05-01,21:00:00,21,REGULAR,184.0,178.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2286,2286,R394,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2287,2287,R394,2011-05-01,05:00:00,5,REGULAR,48.0,61.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2288,2288,R394,2011-05-01,09:00:00,9,REGULAR,985.0,92.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2289,2289,R394,2011-05-01,13:00:00,13,REGULAR,1705.0,244.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2290,2290,R394,2011-05-01,17:00:00,17,REGULAR,1027.0,322.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2291,2291,R395,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2292,2292,R395,2011-05-01,05:00:00,5,REGULAR,47.0,53.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2293,2293,R395,2011-05-01,09:00:00,9,REGULAR,604.0,68.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2294,2294,R395,2011-05-01,13:00:00,13,REGULAR,1095.0,146.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2295,2295,R395,2011-05-01,17:00:00,17,REGULAR,578.0,222.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2296,2296,R395,2011-05-01,21:00:00,21,REGULAR,303.0,300.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
2297,2297,R396,2011-05-01,01:00:00,1,REGULAR,0.0,0.0,30.31,42.0,35.0,30.23,39.0,30.27,0.0,0.0,5.0,50.0,60.0,69.0,0.0,0.0
